open,high,low,close,volume
-176.64999999999964,102.89999999999964,-154.25,-338.4300000000003,-544.3067900000003
-318.4400000000005,-488.5499999999993,-251.1299999999992,-198.5599999999995,550.9643550000003
-212.6899999999987,269.7000000000007,190.0,358.0,-544.0572240000001
374.28999999999905,250.29999999999927,-49.97999999999956,-213.04999999999927,2074.113041
-215.20999999999913,-232.71999999999935,151.47999999999956,323.0499999999993,26.12252499999977
323.0499999999993,277.5799999999999,408.9599999999991,290.0,1220.1602800000005
299.97999999999956,1578.6299999999992,304.97000000000116,895.1100000000006,1727.58572
900.0200000000004,-173.5,904.5699999999997,312.8899999999994,-1986.5849800000005
290.8899999999994,7.569999999999709,-510.0,-257.9500000000007,827.8623809999999
-216.15999999999985,-177.5599999999995,250.04000000000087,69.95000000000073,-2823.419313
35.27000000000044,-140.0,270.9599999999991,119.51000000000022,-712.0333139999998
119.51000000000022,290.0,-21.01000000000022,-44.409999999999854,1713.731734
-29.51000000000022,-180.0,-731.9499999999989,-335.130000000001,2339.228945
-350.0100000000002,-446.60000000000036,263.8399999999983,108.92000000000007,-334.4184610000002
108.01000000000022,446.6800000000003,419.1200000000008,410.65000000000146,-824.7187269999995
411.5599999999995,99.92000000000007,-1.0,-59.54000000000087,304.18294499999956
-60.55999999999949,1150.0,100.0,1090.6900000000005,423.48963300000014
1091.7000000000007,768.130000000001,1050.0,559.3099999999995,-133.14925800000037
559.2999999999993,58.11000000000058,560.0,310.3899999999994,504.70354600000064
310.3899999999994,-76.25,-22.0,-317.5499999999993,-480.5260610000005
-322.5699999999997,-349.9800000000032,52.0,-112.95000000000073,-2518.6453829999996
-132.65999999999985,231.9900000000016,-328.7900000000009,360.0400000000009,1993.8363159999994
348.869999999999,161.13000000000102,571.7700000000004,179.86000000000058,-860.967611
215.76000000000204,-43.17000000000189,-182.97999999999956,-505.7900000000009,264.0573060000006
-505.7900000000009,-213.20999999999913,0.0,43.0,-1853.3312030000002
47.0,-237.70000000000073,-684.9400000000005,-806.9899999999998,186.59305099999983
-810.9899999999998,-149.04999999999927,-105.05999999999949,350.02000000000044,-833.8780829999996
418.84000000000015,-177.70000000000073,-134.0,-381.3200000000015,2506.694389
-450.14000000000124,-400.619999999999,-925.0,-368.7099999999991,1866.4260750000003
-354.7099999999991,-422.6800000000003,-1739.0,-700.0499999999993,5138.925713999999
-674.2000000000007,-228.01000000000022,1580.3199999999997,202.59000000000015,-7814.643505
162.7400000000016,229.01000000000022,277.6800000000003,-22.540000000000873,-483.43026999999984
-22.540000000000873,-200.0,-499.6700000000001,-154.0,232.12842899999987
-154.0,-301.3799999999992,-159.28000000000065,223.97999999999956,800.0623439999999
223.97999999999956,-8.6200000000008,113.95000000000073,-549.9799999999996,-1348.7415419999998
-548.9799999999996,-510.0,-375.0,-263.28000000000065,1287.8859929999999
