open,high,low,close,volume
-280.6700000000001,102.89999999999964,166.77000000000044,160.3199999999997,-373.98997099999997
135.0,-83.30999999999949,-321.02000000000044,-349.7900000000009,17.541094999999814
-349.4200000000001,-405.2399999999998,-251.1299999999992,26.44000000000051,512.177222
26.44000000000051,-39.350000000000364,190.0,-6.6299999999992,-739.5959189999999
-24.969999999999345,309.0500000000011,282.03000000000065,139.6299999999992,295.1326489999999
160.1299999999992,250.29999999999927,9.929999999998472,-26.219999999999345,978.0630429999999
-28.3799999999992,-369.15999999999985,-341.9399999999987,-10.780000000000655,614.7831270000001
-10.770000000000437,136.4400000000005,412.5699999999997,147.0,-384.1333789999999
146.98999999999978,277.5799999999999,147.86999999999898,200.03000000000065,769.6968339999999
200.02000000000044,1578.6299999999992,52.54000000000087,1042.7199999999993,1724.393975
1020.0,-313.1800000000003,1041.0,-57.63999999999942,-1410.366016
-20.020000000000437,139.6800000000003,116.0,143.3799999999992,-376.0738769999998
115.80999999999949,7.569999999999709,135.04999999999927,351.5100000000002,-92.13152300000002
364.1900000000005,-134.5699999999997,-645.0499999999993,-439.9500000000007,991.1008750000001
-405.27000000000044,-127.47999999999956,250.04000000000087,303.72000000000116,-2120.0688170000003
280.27000000000044,84.48999999999978,270.9599999999991,-333.7600000000002,-423.0367719999999
-344.9899999999998,-140.0,12.0,219.5,-214.7997909999999
219.5,290.0,-33.01000000000022,200.45999999999913,1617.6380839999997
200.45999999999913,-160.03000000000065,35.01000000000022,-371.96999999999935,-222.6352039999997
-385.89999999999964,-319.96999999999935,-766.9599999999991,-208.03000000000065,1499.6516089999996
-194.07999999999993,-146.60000000000036,263.8399999999983,-186.95999999999913,-378.72086599999966
-172.0,334.60000000000036,56.13000000000102,542.1800000000003,-324.2150590000001
537.0100000000002,112.07999999999993,362.9899999999998,164.35000000000036,-146.4020019999998
154.5599999999995,99.92000000000007,41.0,-94.17000000000007,134.76056599999993
-89.55999999999949,-116.3700000000008,-42.0,-45.23000000000138,-190.475911
-53.04999999999927,1266.3700000000008,280.0,1170.550000000001,800.8259830000002
1173.75,-82.95999999999913,870.0,-2.970000000001164,-454.52372700000024
4.289999999999054,851.0900000000001,337.72999999999956,505.28999999999905,430.3137929999998
499.14999999999964,58.11000000000058,265.27000000000044,367.380000000001,-246.33779699999968
366.25,-76.25,-65.0,-438.7999999999993,282.93660899999986
-438.8199999999997,-349.9900000000016,12.0,-3.5900000000001455,-2083.733208
-21.389999999999418,0.00999999999839929,40.0,11.889999999999418,406.0244310000003
4.979999999999563,-111.0099999999984,-328.7900000000009,26.330000000001746,1066.9489559999997
44.88000000000102,343.0,490.5400000000009,213.78999999999724,-431.2661979999998
219.96999999999753,161.13000000000102,110.43000000000029,299.7800000000025,-458.57048799999984
299.7800000000025,-43.17000000000189,-7.170000000001892,-329.1100000000006,407.18746999999985
-341.8600000000006,-349.97999999999956,-205.0099999999984,6.31000000000131,-380.7413550000001
19.06999999999971,136.77000000000044,160.02000000000044,-139.9900000000016,-1297.856728
